Index,BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
4290,2,10000,1050,4 out of 5,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4291,2,7000,60,1 out of 6,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4292,2,15000,1170,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4293,2,9500,167,Ground out of 1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4294,1,6500,500,2 out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4295,1,10000,600,Ground out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4296,1,8000,600,1 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4297,1,3300,200,Ground out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4298,2,12000,600,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4299,2,20000,900,2 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4300,2,12000,800,Ground out of 6,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4301,3,20000,1000,2 out of 4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4302,3,70000,3200,11 out of 15,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent
4303,2,10000,1400,Ground out of 1,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4304,1,8500,550,Ground out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4305,1,8000,540,4 out of 4,Carpet Area,Hyderabad,Unfurnished,Family,1,Contact Owner
4306,1,8000,400,Ground out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4307,2,13000,1225,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4308,3,15500,1430,1 out of 1,Carpet Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4309,2,30000,1200,2 out of 25,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4310,2,10000,1197,Ground out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4311,2,18000,1150,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent
4312,1,12000,500,4 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4313,2,9000,1200,Ground out of 2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4314,1,6000,500,2 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4315,3,32000,1600,3 out of 6,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
4316,2,36000,1100,1 out of 5,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4317,2,17000,1220,1 out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4318,3,20000,1500,2 out of 5,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
4319,1,9000,500,4 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4320,2,9500,850,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4321,2,7000,1000,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4322,3,17000,100,1 out of 1,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4323,2,19500,1140,Ground out of 5,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4324,2,25000,1100,2 out of 3,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4325,3,14000,1400,3 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4326,2,16000,1350,3 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4327,2,15000,180,Ground out of 2,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4328,2,13000,1250,2 out of 6,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4329,2,12000,1300,2 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4330,2,12000,840,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4331,2,7500,1200,1 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4332,2,13000,700,3 out of 4,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4333,4,52000,2700,11 out of 13,Super Area,Hyderabad,Furnished,Bachelors/Family,4,Contact Owner
4334,2,22000,1100,1 out of 12,Carpet Area,Hyderabad,Furnished,Family,2,Contact Agent
4335,2,18000,1000,Ground out of 2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
4336,2,7000,1000,1 out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4337,3,16500,1600,2 out of 5,Super Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner
4338,3,13000,1550,1 out of 5,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,Contact Owner
4339,1,6000,600,Ground out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4340,1,6000,500,1 out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4341,2,21000,1100,4 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
4342,3,10000,1000,2 out of 2,Carpet Area,Hyderabad,Furnished,Family,2,Contact Owner
4343,2,12000,1000,2 out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4344,3,30000,1800,5 out of 5,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4345,2,15000,1300,3 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
4346,2,10000,1100,Ground out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4347,2,9000,950,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4348,2,10000,1000,2 out of 3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
4349,2,8000,1200,1 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4350,6,60000,2800,Ground out of 3,Super Area,Hyderabad,Furnished,Bachelors/Family,7,Contact Owner
4351,2,8000,550,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4352,2,8500,1000,2 out of 16,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4353,2,7500,800,2 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4354,2,5000,600,Ground out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4355,3,30000,1800,5 out of 5,Carpet Area,Hyderabad,Unfurnished,Family,3,Contact Owner
4356,1,7500,500,1 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4357,2,12000,1000,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4358,2,15500,1100,3 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4359,3,26000,1450,4 out of 7,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner
4360,1,8000,550,2 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4361,2,12000,933,2 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4362,3,15000,1100,1 out of 10,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4363,2,10000,1030,3 out of 6,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner
4364,3,20000,1150,2 out of 4,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner
4365,2,12500,850,Ground out of 5,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4366,2,18000,1000,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4367,3,21000,1400,3 out of 4,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner
4369,3,26000,1700,7 out of 14,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner
4370,3,53000,1742,25 out of 35,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Agent
4371,2,13000,1000,3 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4372,2,12000,1440,1 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4373,3,28000,1600,1 out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4374,3,57000,1838,4 out of 30,Super Area,Hyderabad,Unfurnished,Bachelors,3,Contact Agent
4375,2,10000,1200,2 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4376,3,21467,200,1 out of 1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4377,1,32000,1050,2 out of 3,Carpet Area,Hyderabad,Furnished,Bachelors,1,Contact Agent
4378,1,7000,400,4 out of 4,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4379,2,30000,1350,5 out of 14,Super Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent
4380,3,40000,1960,13 out of 25,Super Area,Hyderabad,Unfurnished,Bachelors,3,Contact Agent
4381,1,9000,800,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4382,2,15000,1000,2 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4383,2,18000,1100,1 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4384,3,25000,1480,2 out of 3,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
4385,1,8500,700,Ground out of 3,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4386,3,20000,1500,5 out of 6,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4387,2,12000,1000,5 out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4388,2,12500,900,1 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4389,3,25000,1250,2 out of 8,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4390,2,10000,1100,2 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4391,3,18000,1300,3 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
4392,3,12000,1275,4 out of 5,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4393,3,13000,1265,2 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4394,1,13000,700,1 out of 3,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,Contact Owner
4395,2,25000,1150,1 out of 5,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4396,2,9000,850,Ground out of 2,Carpet Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner
4397,2,10000,1285,2 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4398,3,15000,2000,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4399,2,20000,1000,1 out of 1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4400,1,13500,700,4 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4401,3,21000,1100,4 out of 10,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4402,2,10000,1000,1 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4403,2,10000,800,Ground out of 5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4404,2,10000,1400,Ground out of 1,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4405,2,24000,1350,1 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4406,2,13000,1100,1 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4407,2,8000,840,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4408,2,55000,1325,6 out of 8,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4409,5,50000,3500,2 out of 3,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,6,Contact Owner
4410,3,32000,1250,5 out of 6,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4411,3,22000,1500,3 out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4412,2,8500,1050,1 out of 2,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4413,3,12000,1200,2 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4414,3,15000,1500,4 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4415,1,3000,100,1 out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4416,3,52000,1742,23 out of 35,Super Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent
4417,2,9500,650,3 out of 4,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4418,3,46000,2235,Ground out of 10,Carpet Area,Hyderabad,Unfurnished,Family,5,Contact Agent
4419,2,12000,1000,1 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4420,2,8000,175,1 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4421,2,9000,160,Ground out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4422,2,10000,1200,2 out of 3,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4423,2,39000,1283,5 out of 34,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Agent
4424,1,9000,600,1 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent
4426,3,25000,1500,1 out of 2,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner
4427,1,14000,540,1 out of 5,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,Contact Agent
4428,1,6000,500,2 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4429,2,15000,1100,1 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4430,2,8000,1350,1 out of 2,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4431,1,6000,400,2 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4432,2,10000,120,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4433,3,35000,3050,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4434,2,16000,400,Ground out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4435,2,14000,800,1 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4436,2,10000,90,Ground out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4437,1,7000,500,1 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4438,2,8000,1150,1 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4439,3,22000,1700,2 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4440,2,12000,1000,3 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4441,3,10000,1100,1 out of 4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent
4442,3,15000,1360,6 out of 8,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4443,1,6500,400,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4444,2,25000,1150,1 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4445,2,12000,700,1 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4446,1,9000,100,Upper Basement out of 4,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4447,2,7000,800,Ground out of 1,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4448,2,20000,500,1 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4449,2,9000,900,1 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4450,3,30000,1500,3 out of 4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4451,3,15500,1600,1 out of 4,Super Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner
4452,2,10500,1300,1 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4453,3,16000,1305,2 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4454,1,6000,400,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4455,2,15000,600,1 out of 2,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4456,2,21000,1130,3 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4458,1,9000,890,4 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,Contact Owner
4459,3,30000,1606,9 out of 19,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4460,1,6500,650,Ground out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4461,2,6000,600,3 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4462,2,45000,1350,20 out of 35,Carpet Area,Hyderabad,Furnished,Bachelors,2,Contact Agent
4463,2,15000,1050,1 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4464,2,16000,1600,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4465,3,22000,1840,3 out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4466,2,12000,1100,5 out of 6,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4467,2,13000,800,2 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4468,2,10000,800,Ground out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4469,2,15000,1100,1 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4470,3,15000,2000,Ground out of 1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4471,1,9000,750,2 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4472,3,20000,1650,3 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4473,2,6500,600,2 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4474,3,45000,2352,1 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Family,4,Contact Owner
4475,3,42000,2671,2 out of 14,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner
4476,2,12000,550,1 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4477,3,24000,1700,1 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner
4478,2,16000,1050,2 out of 2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4479,6,20000,2400,Ground out of 1,Super Area,Hyderabad,Unfurnished,Family,4,Contact Owner
4480,2,15000,800,1 out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4481,2,15000,1000,2 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4482,2,8000,1100,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4483,1,6500,160,Ground out of 1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4484,2,22000,1230,5 out of 5,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner
4485,1,6200,500,Ground out of 5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4486,1,9000,300,2 out of 4,Super Area,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
4487,2,9000,1156,Ground out of 2,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4488,2,15000,1100,2 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4489,2,15000,1250,3 out of 4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
4490,3,15000,900,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4491,1,6800,650,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4492,1,5000,350,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4493,2,12000,1500,Ground out of 3,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4494,2,12000,100,Ground out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4495,2,12000,900,2 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4496,2,18000,990,3 out of 3,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4497,3,25000,1700,5 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4498,2,15000,900,3 out of 6,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4499,3,23000,1700,2 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4500,2,10500,1050,Ground out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4501,3,37000,1550,3 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4502,2,16000,1050,1 out of 2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4503,3,25000,1600,4 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4504,2,14000,1250,1 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4505,2,10000,700,3 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4506,2,12500,1100,2 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4507,2,15000,850,3 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4508,3,35000,1700,2 out of 3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner
4509,3,30000,1800,1 out of 5,Carpet Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
4510,1,8000,520,3 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
